participant,session,trial_number_overall,image_name,fixation_duration,eccentricity_fix,eccentricity_obj,sacc_amp,ROI_size
501,2,51,1124.jpg,624,134.064350220333,145.32405596262,1.15543246583761,540
501,2,107,1125.jpg,715,69.92317212484,102.880646418517,1.20916481415694,41773
501,2,43,1146.jpg,750,83.7869321553188,55.5931906605993,NaN,7336
501,2,43,1146.jpg,541,87.65414993028,90.7612950572797,1.55292326346966,4108
501,2,88,1159.jpg,568,85.9316588924012,71.0766841774944,2.14803714276989,735
501,2,88,1159.jpg,1101,97.3717104707522,111.631771557825,1.15462054107926,8001
501,2,88,1159.jpg,1292,91.4945353559435,111.631771557825,2.52010630525638,8001
501,2,117,1160.jpg,590,165.363992453013,NaN,NaN,129713
501,2,117,1160.jpg,414,116.039863839975,NaN,5.91465045441749,129713
501,2,117,1160.jpg,574,159.96015128775,178.732158266857,0.894126344890305,1062
501,2,7,1169.jpg,744,76.1987532706409,56.5356214699618,0.756126754020857,17103
501,2,7,1169.jpg,618,114.176398611972,102.051859204028,0.9996518943775,20302
501,2,7,1169.jpg,850,134.168737044067,143.581036933214,2.47282130940289,1806
501,2,103,1186.jpg,992,81.5551960331161,NaN,2.57411529127811,109276
501,2,106,1190.jpg,1560,71.3389795273243,NaN,1.25918583375144,89746
501,2,106,1190.jpg,562,72.2305337097823,NaN,0.531379337724124,89746
501,2,106,1190.jpg,516,97.5666438902149,NaN,0.687241516182905,89746
501,2,47,1196.jpg,583,175.887037612213,188.323452963656,1.93516295930647,4897
501,2,47,1196.jpg,462,132.023672119813,147.053584737976,5.95605823635869,345
501,2,47,1196.jpg,857,176.085916529403,190.710882751877,1.04155297399795,50
501,2,47,1196.jpg,605,149.46989663474,188.323452963656,6.84683728440194,4897
501,2,87,1200.jpg,300,77.9503046818933,96.9940883174827,2.09796624884359,1179
501,2,87,1200.jpg,1903,108.546073167112,110.793001628488,1.54479494729017,4601
501,2,152,1203.jpg,718,78.995253021938,86.0210633256884,0.58460845702779,261
501,2,22,1214.jpg,490,86.5520074868284,33.6800789677049,1.21219623926541,1634
501,2,115,1218.jpg,1433,122.430592582083,97.8667498675617,2.6539334264633,1900
501,2,75,1228.jpg,711,103.712342563458,97.4469366784576,1.27520668692381,5501
501,2,75,1228.jpg,1426,116.51287482506,97.4469366784576,1.05879297727515,5501
501,2,81,1255.jpg,922,88.0127831624475,28.4545935167617,1.28366774232384,5849
501,2,81,1255.jpg,2441,69.615012748688,108.102991867958,0.850576556980555,887
501,2,141,1265.jpg,1079,112.921432863739,NaN,NaN,126293
501,2,141,1265.jpg,1833,97.119771416535,121.845479375967,0.983417607942787,5332
501,2,59,1291.jpg,367,138.189181921017,60.094972781504,2.88741106856795,2774
501,2,59,1291.jpg,1220,92.7213567631536,80.4223924232251,3.50282159176182,14761
501,2,59,1291.jpg,1081,74.4731495238385,NaN,0.861454019395983,85233
501,2,59,1291.jpg,434,143.722823518048,80.4223924232251,3.01889759705175,14761
501,2,134,1330.jpg,591,96.0533705811514,76.8057033115544,1.89043014696161,452
501,2,134,1330.jpg,1038,118.453577404821,134.483061381387,0.559268899177841,9228
501,2,134,1330.jpg,860,90.3119593409422,76.8057033115544,0.851324088816536,452
501,2,134,1330.jpg,489,107.936323821038,76.8057033115544,0.717718168193443,452
501,2,108,1335.jpg,667,144.676362962303,130.878383142448,1.59096056750254,10581
501,2,74,1343.jpg,745,70.1943729938519,80.3986115928163,NaN,271
501,2,74,1343.jpg,698,75.599272483272,89.480105461021,0.648400588913087,2057
501,2,74,1343.jpg,457,129.927864601863,89.480105461021,3.32836127740997,2057
501,2,74,1343.jpg,873,108.417018959202,132.586557897402,5.11433153973152,427
501,2,67,1347.jpg,538,78.1936698205168,NaN,1.03355378665912,113070
501,2,92,1350.jpg,790,105.352978125917,70.7775766979835,1.30664970094192,26667
501,2,92,1350.jpg,2198,80.6923168585461,79.6849252220302,1.78328766593996,2734
501,2,69,1357.jpg,439,97.5666438902149,121.159862632597,1.55415714653526,40944
501,2,69,1357.jpg,328,105.731972458665,87.8318415325219,1.23769444355831,26999
501,2,69,1357.jpg,515,74.8080877980449,121.159862632597,4.14923964317101,40944
501,2,69,1357.jpg,949,69.5071938722892,87.8318415325219,2.67490035694887,26999
501,2,113,1358.jpg,1228,79.9202727723073,NaN,NaN,115561
501,2,27,1363.jpg,947,89.8067369410558,NaN,1.235975385847,118946
501,2,34,1374.jpg,708,114.009867993959,76.8233261321096,1.0828097762431,1962
501,2,34,1374.jpg,1271,89.956934140732,67.7386981041592,3.96661155532425,4044
501,2,123,1375.jpg,700,98.1644029167396,79.3379623367509,1.40027790262323,11190
501,2,123,1375.jpg,1360,89.3658212069917,101.663347821573,2.10711566362713,2885
501,2,70,1394.jpg,664,88.369960959593,136.059198435446,0.912865506797776,41367
501,2,70,1394.jpg,558,140.802166176519,136.059198435446,2.50023845566066,41367
501,2,40,1398.jpg,907,95.4528679506279,81.6561318788887,2.88203461348867,3027
501,2,36,1405.jpg,415,111.786627107181,114.128379782775,3.82475018701997,12811
501,2,36,1405.jpg,1481,81.8000611246715,114.128379782775,0.658721200811057,12811
501,2,13,1436.jpg,678,115.391724139992,106.97915562044,2.45438056715277,664
501,2,13,1436.jpg,2180,90.5055246932473,106.97915562044,0.595635937713002,664
501,2,130,1438.jpg,663,76.8000651041391,NaN,1.53352948286177,125419
501,2,130,1438.jpg,552,74.1097159622138,NaN,2.86959088378821,125419
501,2,110,1444.jpg,486,83.6316327713384,79.653513736681,1.47765439153813,14164
501,2,110,1444.jpg,671,116.51287482506,154.3315306698,1.16369653024757,1834
